index,elapsed_time,time,temp
742,22335.48,793056.843,23.63
743,22365.58,793086.937,23.66
744,22395.69,793117.046,23.65
745,22425.78,793147.14,23.64
746,22455.89,793177.25,23.66
747,22485.98,793207.343,23.61
748,22516.09,793237.453,23.64
749,22546.19,793267.546,23.66
750,22576.3,793297.656,23.67
751,22606.39,793327.75,23.65
752,22636.5,793357.859,23.65
753,22666.59,793387.953,23.65
754,22696.7,793418.062,23.69
755,22726.8,793448.156,23.66
756,22756.91,793478.265,23.63
757,22787.0,793508.359,23.68
758,22817.11,793538.468,23.67
759,22847.2,793568.562,23.65
760,22877.31,793598.671,23.65
761,22907.41,793628.765,23.61
762,22937.52,793658.875,23.66
763,22967.61,793688.968,23.66
764,22997.72,793719.078,23.66
765,23027.81,793749.171,23.68
766,23057.92,793779.281,23.66
767,23088.02,793809.375,23.64
768,23118.12,793839.484,23.69
769,23148.22,793869.578,23.67
770,23178.33,793899.687,23.68
771,23208.42,793929.781,23.65
772,23238.53,793959.89,23.65
773,23268.62,793989.984,23.65
774,23298.73,794020.093,23.67
775,23328.84,794050.203,23.63
776,23358.94,794080.296,23.65
777,23389.05,794110.406,23.61
778,23419.14,794140.5,23.68
779,23449.25,794170.609,23.66
780,23479.34,794200.703,23.66
781,23509.45,794230.812,23.66
782,23539.55,794260.906,23.64
783,23569.66,794291.015,23.72
784,23599.75,794321.109,23.69
785,23629.86,794351.218,23.65
786,23659.95,794381.312,23.71
787,23690.06,794411.421,23.70
788,23720.16,794441.515,23.63
789,23750.27,794471.625,23.65
790,23780.36,794501.718,23.70
791,23810.47,794531.828,23.67
792,23840.56,794561.921,23.66
793,23870.67,794592.031,23.64
794,23900.77,794622.125,23.66
795,23930.88,794652.234,23.64
796,23960.97,794682.328,23.64
797,23991.08,794712.437,23.62
798,24021.17,794742.531,23.65
799,24051.28,794772.64,23.64
800,24081.38,794802.734,23.63
801,24111.48,794832.843,23.59
802,24141.58,794862.937,23.69
803,24171.69,794893.046,23.69
804,24201.78,794923.14,23.66
805,24231.89,794953.25,23.65
806,24262.0,794983.359,23.62
807,24292.09,795013.453,23.69
