index,elapsed_time,time,temp
576,19208.12,38515.109,-6.393254139999999
577,19241.48,38548.468,-6.39313332
578,19274.83,38581.812,-6.39304442
579,19308.17,38615.156,-6.39310483
580,19341.52,38648.5,-6.39302225
581,19374.87,38681.859,-6.392970060000001
582,19408.22,38715.203,-6.392785160000001
583,19441.56,38748.546,-6.39271452
584,19474.91,38781.89,-6.39275426
585,19508.25,38815.234,-6.3927901
586,19541.61,38848.593,-6.39277034
587,19574.95,38881.937,-6.392801250000001
588,19608.3,38915.281,-6.3928104900000005
589,19641.64,38948.625,-6.39284838
590,19675.0,38981.984,-6.392800630000001
591,19708.34,39015.328,-6.392738969999999
592,19741.69,39048.671,-6.39287256
593,19775.03,39082.015,-6.39280391
594,19808.39,39115.375,-6.3927640100000005
595,19841.73,39148.718,-6.392807589999999
596,19875.08,39182.062,-6.392853549999999
597,19908.42,39215.406,-6.39281277
598,19941.77,39248.75,-6.39279669
599,19975.12,39282.109,-6.392549109999999
600,20008.47,39315.453,-6.392456039999999
601,20041.81,39348.796,-6.392302280000001
602,20075.16,39382.14,-6.39229913
603,20108.52,39415.5,-6.3921955100000005
604,20141.86,39448.843,-6.392270869999999
605,20175.2,39482.187,-6.39213193
606,20208.55,39515.531,-6.391993
607,20241.89,39548.875,-6.391929419999999
608,20275.25,39582.234,-6.39165727
609,20308.59,39615.578,-6.391604430000001
610,20341.94,39648.921,-6.39160343
611,20375.28,39682.265,-6.39139851
612,20408.62,39715.609,-6.391186639999999
613,20441.98,39748.968,-6.39090431
614,20475.33,39782.312,-6.39079186
615,20508.67,39815.656,-6.39082567
616,20542.02,39849.0,-6.39078579
617,20575.36,39882.343,-6.39081403
618,20608.72,39915.703,-6.390898000000001
619,20642.06,39949.046,-6.39103034
620,20675.41,39982.39,-6.3909308099999995
621,20708.75,40015.734,-6.391223729999999
622,20742.11,40049.093,-6.39136977
623,20775.45,40082.437,-6.39152377
624,20808.8,40115.781,-6.39162168
625,20842.14,40149.125,-6.391624070000001
626,20875.5,40182.484,-6.39170221
627,20908.84,40215.828,-6.39166448
628,20942.19,40249.171,-6.391706510000001
629,20975.53,40282.515,-6.3917756599999995
630,21008.89,40315.875,-6.39186827
631,21042.23,40349.218,-6.39193283
632,21075.58,40382.562,-6.39196095
633,21108.92,40415.906,-6.3919049900000005
634,21142.27,40449.25,-6.39181215
635,21175.62,40482.609,-6.39184608
636,21208.97,40515.953,-6.39192766
637,21242.31,40549.296,-6.39186282
638,21275.66,40582.64,-6.3919155
639,21309.0,40615.984,-6.3920853200000005
640,21342.36,40649.343,-6.392050639999999
641,21375.7,40682.687,-6.39202821
642,21409.05,40716.031,-6.392125610000001
643,21442.39,40749.375,-6.3921536
644,21475.75,40782.734,-6.39211445
645,21509.09,40816.078,-6.3920942
646,21542.44,40849.421,-6.392069749999999
647,21575.78,40882.765,-6.392153340000001
648,21609.12,40916.109,-6.39225049
649,21642.48,40949.468,-6.39248098
650,21675.83,40982.812,-6.39249416
651,21709.17,41016.156,-6.392497939999999
652,21742.52,41049.5,-6.3926788299999995
653,21775.86,41082.843,-6.39287459
654,21809.22,41116.203,-6.39286079
655,21842.56,41149.546,-6.39297133
656,21875.91,41182.89,-6.39280441
657,21909.25,41216.234,-6.392744749999999
658,21942.61,41249.593,-6.39265765
659,21975.95,41282.937,-6.392653749999999
660,22009.3,41316.281,-6.3925002300000004
661,22042.64,41349.625,-6.392487569999999
662,22076.0,41382.984,-6.392556979999999
663,22109.34,41416.328,-6.392597879999999
664,22142.69,41449.671,-6.39276238
665,22176.03,41483.015,-6.392984760000001
666,22209.37,41516.359,-6.39307811
667,22242.73,41549.718,-6.393249710000001
668,22276.08,41583.062,-6.39344842
669,22309.42,41616.406,-6.3936033199999995
670,22342.77,41649.75,-6.39374466
671,22376.12,41683.109,-6.393787989999999
672,22409.47,41716.453,-6.39387487
673,22442.81,41749.796,-6.3939641499999995
674,22476.16,41783.14,-6.39397998
675,22509.5,41816.484,-6.394169829999999
676,22542.86,41849.843,-6.39440793
677,22576.2,41883.187,-6.39445783
678,22609.55,41916.531,-6.394663270000001
679,22642.89,41949.875,-6.39493466
680,22676.23,41983.218,-6.39495379
681,22709.59,42016.578,-6.39508917
682,22742.94,42049.921,-6.395171260000001
683,22776.28,42083.265,-6.39508359
684,22809.62,42116.609,-6.3950504299999995
685,22842.98,42149.968,-6.39503851
686,22876.33,42183.312,-6.39503118
687,22909.67,42216.656,-6.3950237
688,22943.02,42250.0,-6.39492099
689,22976.36,42283.343,-6.395036490000001
690,23009.72,42316.703,-6.39501027
691,23043.06,42350.046,-6.3950284
692,23076.41,42383.39,-6.39499888
693,23109.75,42416.734,-6.39513731
694,23143.11,42450.093,-6.39528978
695,23176.45,42483.437,-6.3954236600000005
696,23209.8,42516.781,-6.39549167
697,23243.14,42550.125,-6.395469009999999
698,23276.48,42583.468,-6.395320570000001
699,23309.84,42616.828,-6.3952687599999996
700,23343.19,42650.171,-6.39526458
701,23376.53,42683.515,-6.39526776
